id,name,coord,mmsi,heading,s_date,color,p_url
472154,ALMI,"1.248900,103.811000",210400000,218,2023-03-27T00:30,2,https://www.econdb.com/maritime/vessel/async/210400000/
414480,FU YUAN YU YUN  688,"1.233430,103.815000",200042177,170,2023-02-13T06:30,2,https://www.econdb.com/maritime/vessel/async/200042177/
13550,ORCHID,"1.290300,103.746000",563030660,511,2023-02-16T01:30,22,https://www.econdb.com/maritime/vessel/async/563030660/
166656,LONGRUNNER,"1.288940,103.735000",457200000,511,2023-02-17T06:00,11,https://www.econdb.com/maritime/vessel/async/457200000/
230305,SS EXPLORER T8,"1.261720,103.819000",985380067,511,2023-02-18T03:00,12,https://www.econdb.com/maritime/vessel/async/985380067/
230306,SS EXPLORER T6,"1.261760,103.819000",985380065,511,2023-02-18T03:00,12,https://www.econdb.com/maritime/vessel/async/985380065/
95067,OCEAN DORIS,"1.237080,103.805000",477721500,298,2023-02-18T05:30,22,https://www.econdb.com/maritime/vessel/async/477721500/
76404,SS EXPLORER T5,"1.262020,103.819000",985380064,511,2023-02-18T03:00,12,https://www.econdb.com/maritime/vessel/async/985380064/
77907,SS EXPLORER T7,"1.262070,103.819000",985380066,511,2023-02-18T03:00,12,https://www.econdb.com/maritime/vessel/async/985380066/
453029,CREST NAUTILUS 2,"1.299860,103.756000",564371000,157,2023-02-24T04:30,11,https://www.econdb.com/maritime/vessel/async/564371000/
468381,GEOMETRA SURVEYOR,"1.268570,103.755000",542193110,511,2023-02-25T08:00,11,https://www.econdb.com/maritime/vessel/async/542193110/
428305,QUEEN STAR 1,"1.261920,103.819000",566155000,268,2023-05-01T12:30,12,https://www.econdb.com/maritime/vessel/async/566155000/
265875,QUEEN STAR 2,"1.262200,103.820000",566156000,511,2023-05-03T23:30,2,https://www.econdb.com/maritime/vessel/async/566156000/
377948,KM.GETSEMANI,"1.262820,103.820000",525023170,511,2023-03-10T23:00,12,https://www.econdb.com/maritime/vessel/async/525023170/
9277,SEA BUDDHA,"1.264420,103.814000",563028990,511,2023-05-16T10:00,22,https://www.econdb.com/maritime/vessel/async/563028990/
219335,HORFBURG,"1.272650,103.743000",563044230,511,2023-03-19T00:30,2,https://www.econdb.com/maritime/vessel/async/563044230/
462226,HUNG RUNG NO .2,"1.309220,103.725000",416004369,511,2023-05-26T15:30,0,https://www.econdb.com/maritime/vessel/async/416004369/
380398,KLM.CINTA MEKAH,"1.241310,103.781000",525500196,511,2023-03-28T13:30,11,https://www.econdb.com/maritime/vessel/async/525500196/
493375,HUA YANG,"1.299390,103.756000",529144000,511,2023-05-31T01:00,2,https://www.econdb.com/maritime/vessel/async/529144000/
168762,SEA-DRAGON 5,"1.268880,103.755000",563014940,511,2023-04-01T22:00,12,https://www.econdb.com/maritime/vessel/async/563014940/
461481,ZEVIROUS,"1.306460,103.753000",677031500,238,2023-04-03T05:00,22,https://www.econdb.com/maritime/vessel/async/677031500/
65861,BRITTA MAERSK,"1.233600,103.804000",220480000,511,2023-04-04T03:30,22,https://www.econdb.com/maritime/vessel/async/220480000/
372429,OCEAN FLYTE,"1.262490,103.821000",564885000,511,2023-06-03T23:30,12,https://www.econdb.com/maritime/vessel/async/564885000/
42127,TASCO SAKORN,"1.233350,103.799000",564018000,278,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/564018000/
42427,OPL GIANT,"1.253860,103.786000",312799000,511,2023-06-06T10:00,2,https://www.econdb.com/maritime/vessel/async/312799000/
44727,SUNLIGHT ARTEMIS,"1.252490,103.782000",563062310,511,2023-06-06T11:30,2,https://www.econdb.com/maritime/vessel/async/563062310/
45077,LAUREL,"1.276670,103.753000",565968000,92,2023-06-06T08:30,22,https://www.econdb.com/maritime/vessel/async/565968000/
45862,SC4425G,"1.252790,103.784000",563022690,511,2023-06-06T09:00,12,https://www.econdb.com/maritime/vessel/async/563022690/
46370,NAUTICAL RIVER,"1.270210,103.740000",312471000,511,2023-06-07T00:30,2,https://www.econdb.com/maritime/vessel/async/312471000/
46496,DM 33,"1.243020,103.788000",457004000,511,2023-06-06T04:30,12,https://www.econdb.com/maritime/vessel/async/457004000/
47037,CSM 2,"1.292930,103.750000",563030620,511,2023-06-07T00:30,22,https://www.econdb.com/maritime/vessel/async/563030620/
47046,PEONY,"1.248970,103.794000",563030680,511,2023-06-06T13:00,22,https://www.econdb.com/maritime/vessel/async/563030680/
47245,AQUA6,"1.266450,103.743000",563765000,244,2023-06-06T19:30,22,https://www.econdb.com/maritime/vessel/async/563765000/
47845,NAUTICAL NORTH,"1.241580,103.823000",457113000,511,2023-06-06T22:00,2,https://www.econdb.com/maritime/vessel/async/457113000/
48063,SEA DRAGON 8,"1.288400,103.740000",457404000,511,2023-06-02T23:30,2,https://www.econdb.com/maritime/vessel/async/457404000/
48196,DM111,"1.269120,103.739000",563023740,511,2023-06-04T21:30,12,https://www.econdb.com/maritime/vessel/async/563023740/
48428,KLM SUKSES PERKASA,"1.284450,103.737000",525021098,511,2023-06-01T00:30,2,https://www.econdb.com/maritime/vessel/async/525021098/
48676,LEADERSHIP,"1.237570,103.749000",533130844,283,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/533130844/
49369,DM99,"1.294340,103.752000",563023710,511,2023-06-05T12:30,2,https://www.econdb.com/maritime/vessel/async/563023710/
49895,MT SANDRO,"1.296230,103.734000",374339000,294,2023-06-06T18:00,22,https://www.econdb.com/maritime/vessel/async/374339000/
49914,SEA DRAGON 2,"1.250960,103.766000",563014920,511,2023-06-03T18:00,12,https://www.econdb.com/maritime/vessel/async/563014920/
50365,OPL 66,"1.290530,103.747000",563068070,511,2023-06-06T12:00,2,https://www.econdb.com/maritime/vessel/async/563068070/
50953,OPL 55,"1.253850,103.782000",563035690,511,2023-06-06T10:30,2,https://www.econdb.com/maritime/vessel/async/563035690/
51881,DM66,"1.293860,103.752000",563023690,511,2023-06-03T23:30,2,https://www.econdb.com/maritime/vessel/async/563023690/
52270,LUBOIL MARINE,"1.244350,103.764000",563034920,95,2023-06-06T14:30,22,https://www.econdb.com/maritime/vessel/async/563034920/
52839,PRESIDENT ONE,"1.250590,103.789000",563066150,511,2023-05-31T17:00,2,https://www.econdb.com/maritime/vessel/async/563066150/
54414,GENOA,"1.293390,103.753000",563072080,69,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/563072080/
54574,BERJAYA V,"1.253300,103.779000",525015730,511,2023-06-05T04:30,2,https://www.econdb.com/maritime/vessel/async/525015730/
54743,PIS PATRIOT,"1.237280,103.808000",525108018,280,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/525108018/
54842,YOU SHEN 9,"1.247710,103.802000",564302000,248,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/564302000/
55695,BAYAN,"1.245390,103.805000",565058000,258,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/565058000/
56230,JANESIA ASPHALT V,"1.238860,103.797000",563501000,285,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563501000/
56594,NAUTICAL ATLANTIC,"1.253700,103.786000",563065470,511,2023-06-06T11:00,2,https://www.econdb.com/maritime/vessel/async/563065470/
57709,GC 24,"1.262200,103.735000",563073130,511,2023-06-06T23:00,11,https://www.econdb.com/maritime/vessel/async/563073130/
57772,BOW CEDAR,"1.272480,103.741000",538009688,226,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/538009688/
58057,MARINE UNIQUE,"1.242970,103.788000",563024400,293,2023-06-06T05:00,22,https://www.econdb.com/maritime/vessel/async/563024400/
60877,KM SUKSES ABADI 02,"1.287680,103.736000",525012173,511,2023-06-03T05:00,2,https://www.econdb.com/maritime/vessel/async/525012173/
63378,PENGUIN INDORAYA 1,"1.270360,103.761000",525003229,511,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/525003229/
87639,PILOT GP55,"1.252780,103.785000",563021440,511,2023-06-06T12:30,11,https://www.econdb.com/maritime/vessel/async/563021440/
88863,SC 6688I,"1.293310,103.752000",563038220,511,2023-06-06T23:30,2,https://www.econdb.com/maritime/vessel/async/563038220/
94412,YU RU,"1.269000,103.737000",477850800,65,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/477850800/
95810,SEA EAGLE 1,"1.309360,103.727000",312918000,511,2023-06-06T13:00,12,https://www.econdb.com/maritime/vessel/async/312918000/
97876,ATHENIA,"1.243140,103.797000",563011700,278,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563011700/
97884,BALTIC,"1.238240,103.739000",538002073,264,2023-06-07T00:00,22,https://www.econdb.com/maritime/vessel/async/538002073/
98342,AFRA ROSSI,"1.240010,103.751000",215401000,262,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/215401000/
100510,ASPIRE,"1.234860,103.795000",563006700,281,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563006700/
103512,MASTER BOY,"1.240230,103.735000",563063130,511,2023-04-24T03:00,2,https://www.econdb.com/maritime/vessel/async/563063130/
105869,JUPITER 2,"1.293270,103.753000",563028570,511,2023-06-07T00:30,12,https://www.econdb.com/maritime/vessel/async/563028570/
107267,SEA HARMONY,"1.240480,103.791000",565690000,284,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/565690000/
108685,OLYMPIOS,"1.280630,103.736000",636020503,313,2023-06-06T18:30,22,https://www.econdb.com/maritime/vessel/async/636020503/
109464,RAYONG CHEMI,"1.289650,103.727000",441113000,297,2023-06-07T00:00,22,https://www.econdb.com/maritime/vessel/async/441113000/
148150,ATLAS 1,"1.297240,103.757000",563076790,339,2023-05-24T01:30,12,https://www.econdb.com/maritime/vessel/async/563076790/
153435,PILOT GP02,"1.291300,103.761000",563036630,128,2023-06-04T08:30,12,https://www.econdb.com/maritime/vessel/async/563036630/
164920,EH ILLUMINATOR,"1.246720,103.800000",563002123,511,2023-06-05T07:00,12,https://www.econdb.com/maritime/vessel/async/563002123/
166314,BINTANG BAHARI,"1.288730,103.738000",525016581,511,2023-06-05T15:30,2,https://www.econdb.com/maritime/vessel/async/525016581/
170249,SB.OCEANA BLUE,"1.237470,103.805000",658321879,511,2023-05-06T00:30,2,https://www.econdb.com/maritime/vessel/async/658321879/
198863,POSH GRACE,"1.297190,103.747000",566188000,286,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/566188000/
198920,OCEAN INVINCIBLE,"1.243880,103.817000",311056600,245,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/311056600/
201710,FRONT CASCADE,"1.239260,103.745000",538007399,82,2023-06-06T15:30,22,https://www.econdb.com/maritime/vessel/async/538007399/
214674,ATLAS 3,"1.294690,103.756000",563076740,295,2023-06-01T17:00,2,https://www.econdb.com/maritime/vessel/async/563076740/
243498,ENA FORTITUDE,"1.305480,103.754000",563074900,66,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/563074900/
246244,E.T. OCEAN 10,"1.250530,103.773000",563017050,511,2023-05-30T11:00,11,https://www.econdb.com/maritime/vessel/async/563017050/
248448,BROMPTON SUN,"1.303520,103.754000",374401000,511,2023-06-05T08:00,12,https://www.econdb.com/maritime/vessel/async/374401000/
252133,PENGUIN SEBAROK,"1.265660,103.796000",563039930,511,2023-05-25T03:30,12,https://www.econdb.com/maritime/vessel/async/563039930/
64107,KANLIAN ACE,"1.264300,103.773000",563020640,511,2023-06-05T06:00,12,https://www.econdb.com/maritime/vessel/async/563020640/
64804,SEA DRAGON,"1.255790,103.780000",563014930,511,2023-06-05T07:00,12,https://www.econdb.com/maritime/vessel/async/563014930/
64986,ROYAL ALBATROSS,"1.259430,103.820000",533130035,511,2023-06-06T12:30,11,https://www.econdb.com/maritime/vessel/async/533130035/
65238,NEPTUNE 6,"1.254570,103.785000",563022130,511,2023-06-06T10:00,12,https://www.econdb.com/maritime/vessel/async/563022130/
65487,42,"1.236370,103.751000",563027730,511,2023-06-07T01:00,12,https://www.econdb.com/maritime/vessel/async/563027730/
65664,OPL 5,"1.249230,103.791000",563019890,511,2023-06-06T02:30,2,https://www.econdb.com/maritime/vessel/async/563019890/
66110,DM22,"1.294040,103.753000",563026630,511,2023-06-06T08:30,12,https://www.econdb.com/maritime/vessel/async/563026630/
67363,MULAN,"1.294300,103.750000",563030690,511,2023-06-06T21:00,22,https://www.econdb.com/maritime/vessel/async/563030690/
67712,DM ALPHA 1,"1.233440,103.798000",563069560,511,2023-06-06T10:00,12,https://www.econdb.com/maritime/vessel/async/563069560/
68567,ORKIM GLORY,"1.296130,103.752000",533130976,179,2023-06-06T18:30,22,https://www.econdb.com/maritime/vessel/async/533130976/
69989,KM AMANAH II,"1.288200,103.739000",525010024,511,2023-06-05T15:30,2,https://www.econdb.com/maritime/vessel/async/525010024/
70510,WHITNEY,"1.270850,103.739000",356876000,230,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/356876000/
71096,ORKIM POWER,"1.244830,103.802000",533048600,268,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/533048600/
72496,DM88,"1.264160,103.772000",563023720,511,2023-06-06T10:30,2,https://www.econdb.com/maritime/vessel/async/563023720/
74527,EROWATI I,"1.241600,103.808000",356458000,212,2023-05-08T06:00,22,https://www.econdb.com/maritime/vessel/async/356458000/
74562,KENKI 36,"1.256010,103.791000",563066790,511,2023-06-07T01:00,12,https://www.econdb.com/maritime/vessel/async/563066790/
75955,EAGLE GARNET,"1.268680,103.736000",563138900,246,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563138900/
76898,BATAM INDAH 9,"1.254260,103.783000",525021053,511,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/525021053/
78055,PRESIDENT EIGHT,"1.271640,103.741000",563071530,511,2023-06-06T22:30,2,https://www.econdb.com/maritime/vessel/async/563071530/
78389,LEADING PRIDE,"1.247540,103.798000",563033190,511,2023-06-06T12:30,2,https://www.econdb.com/maritime/vessel/async/563033190/
79182,NOBLE PEARL TG42,"1.255690,103.776000",563009240,113,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563009240/
79545,ORKIM HARMONY,"1.240540,103.795000",533042200,287,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/533042200/
79900,SSA KALLISTA,"1.263510,103.771000",312100000,511,2023-05-31T18:00,2,https://www.econdb.com/maritime/vessel/async/312100000/
80527,SERENITY II,"1.265110,103.813000",533110059,511,2023-06-07T01:00,12,https://www.econdb.com/maritime/vessel/async/533110059/
81249,ARIZONA LADY,"1.278730,103.738000",563082100,315,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563082100/
81458,BLUE RIDGE HIGHWAY,"1.282670,103.751000",355558000,31,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/355558000/
83417,HART TIDE,"1.304490,103.728000",576517000,250,2023-06-06T21:30,11,https://www.econdb.com/maritime/vessel/async/576517000/
115759,AULAC DIAMOND,"1.240900,103.809000",574001750,264,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/574001750/
116746,SEA DRAGON 6,"1.289660,103.744000",563014950,511,2023-05-29T13:00,2,https://www.econdb.com/maritime/vessel/async/563014950/
119865,PVT SYNERGY,"1.280800,103.735000",357365000,314,2023-06-06T10:00,22,https://www.econdb.com/maritime/vessel/async/357365000/
123782,RIGHTEOUS NN21,"1.259250,103.774000",563899000,511,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563899000/
125633,SZ21222I KEANU,"1.251830,103.814000",563065220,0,2023-06-04T03:30,0,https://www.econdb.com/maritime/vessel/async/563065220/
127113,MT DRAGON SATU,"1.296610,103.753000",533150039,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/533150039/
131300,CHALLENGE PROSPECT 2,"1.276880,103.740000",636019534,311,2023-06-06T09:00,22,https://www.econdb.com/maritime/vessel/async/636019534/
132038,ORKIM EMERALD,"1.239080,103.802000",533132083,274,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/533132083/
140998,EH DISCOVERER,"1.267420,103.737000",563030990,511,2023-06-04T06:00,12,https://www.econdb.com/maritime/vessel/async/563030990/
3216,MAJU MARS,"1.253450,103.784000",563073580,511,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563073580/
3810,CLOVER,"1.294260,103.750000",563033760,511,2023-06-06T23:30,22,https://www.econdb.com/maritime/vessel/async/563033760/
6283,SUN BIS,"1.294300,103.757000",563069680,511,2023-06-06T23:00,2,https://www.econdb.com/maritime/vessel/async/563069680/
6989,GRAZIA COSULICH,"1.278160,103.738000",564886000,316,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/564886000/
7398,NAUTICAL EAST,"1.252900,103.779000",325347000,511,2023-06-06T12:30,2,https://www.econdb.com/maritime/vessel/async/325347000/
8431,GC 25,"1.295020,103.754000",563073140,511,2023-06-06T09:30,11,https://www.econdb.com/maritime/vessel/async/563073140/
10116,LIBRA,"1.272300,103.774000",565553000,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/565553000/
10127,OPL 33,"1.255620,103.781000",563064110,511,2023-06-06T10:00,2,https://www.econdb.com/maritime/vessel/async/563064110/
10686,CHEMROAD QUEEN,"1.297410,103.732000",374200000,292,2023-06-07T00:00,22,https://www.econdb.com/maritime/vessel/async/374200000/
11428,SEAROVER,"1.291690,103.725000",249984000,298,2023-06-05T22:00,22,https://www.econdb.com/maritime/vessel/async/249984000/
11457,DL EMERALD,"1.240070,103.796000",441408000,227,2023-04-12T07:00,22,https://www.econdb.com/maritime/vessel/async/441408000/
11960,LANPAN 34,"1.308570,103.727000",563520000,74,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563520000/
12976,CLEANSEAS AMITY,"1.305520,103.752000",565923000,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/565923000/
13287,SEA HAWK 1,"1.247380,103.807000",312693000,511,2023-06-05T18:00,2,https://www.econdb.com/maritime/vessel/async/312693000/
13440,PUFFIN THREE,"1.289070,103.763000",564334000,110,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/564334000/
13462,CSM,"1.265510,103.766000",563025420,511,2023-05-27T00:00,22,https://www.econdb.com/maritime/vessel/async/563025420/
15065,RESILIENT NN23,"1.271420,103.782000",566133000,33,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/566133000/
16361,HENG XIN,"1.238530,103.741000",477190300,263,2023-06-06T23:00,22,https://www.econdb.com/maritime/vessel/async/477190300/
17487,STAR TITAN TG83,"1.262290,103.771000",566657000,346,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/566657000/
17661,MARINE GAIA,"1.271010,103.765000",566385000,300,2023-06-06T23:30,22,https://www.econdb.com/maritime/vessel/async/566385000/
17907,ZAFER,"1.237070,103.808000",566475000,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/566475000/
18158,MARINE JEWEL,"1.292830,103.742000",565823000,114,2023-06-07T00:30,22,https://www.econdb.com/maritime/vessel/async/565823000/
20089,FLY GURNARD,"1.242550,103.802000",352898715,113,2023-04-18T00:30,22,https://www.econdb.com/maritime/vessel/async/352898715/
20466,CNC 5,"1.293210,103.750000",563033720,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563033720/
144016,THINH AN 93,"1.239080,103.804000",574001540,281,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/574001540/
144322,SILVER GERTRUDE,"1.290440,103.727000",372905000,301,2023-06-06T02:30,22,https://www.econdb.com/maritime/vessel/async/372905000/
145400,STARSHIP,"1.245820,103.796000",572226220,289,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/572226220/
145630,GOLDEN LEAF,"1.267500,103.743000",351879000,225,2023-04-25T17:00,2,https://www.econdb.com/maritime/vessel/async/351879000/
146236,SAKURA CREST,"1.246180,103.725000",355011000,22,2023-05-29T22:30,22,https://www.econdb.com/maritime/vessel/async/355011000/
110899,SURYA INDAH,"1.253110,103.788000",525012045,511,2023-05-26T00:00,2,https://www.econdb.com/maritime/vessel/async/525012045/
20994,SEA SOLIDARITY,"1.245760,103.749000",566685000,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/566685000/
23707,DEW,"1.250800,103.772000",565761000,310,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/565761000/
24495,CATALYSE,"1.298270,103.727000",563079600,313,2023-06-07T00:00,22,https://www.econdb.com/maritime/vessel/async/563079600/
24831,BRUE,"1.281950,103.751000",566163000,30,2023-06-07T00:00,22,https://www.econdb.com/maritime/vessel/async/566163000/
25217,KST PRIDE,"1.239760,103.766000",565235000,262,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/565235000/
25456,ENG HUP MARIS,"1.307220,103.727000",563066510,301,2023-05-26T09:00,12,https://www.econdb.com/maritime/vessel/async/563066510/
25762,PILOT GP01,"1.291450,103.761000",563036620,103,2023-06-06T19:00,12,https://www.econdb.com/maritime/vessel/async/563036620/
25810,VANDA ADVENTURE,"1.255500,103.784000",564344000,302,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/564344000/
25902,PIL0T GP57,"1.291590,103.761000",563021460,511,2023-06-05T12:30,11,https://www.econdb.com/maritime/vessel/async/563021460/
26023,HYDROPRO 5,"1.303430,103.754000",563071770,511,2023-06-06T19:30,11,https://www.econdb.com/maritime/vessel/async/563071770/
26643,KENKI 28,"1.271390,103.741000",563027670,511,2023-05-21T10:00,12,https://www.econdb.com/maritime/vessel/async/563027670/
27081,PACIFIC HONOUR,"1.283200,103.732000",566530000,319,2023-06-06T14:00,22,https://www.econdb.com/maritime/vessel/async/566530000/
27542,PSA THOR CS03,"1.273030,103.743000",563060200,30,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563060200/
27817,SEA HERON,"1.309310,103.727000",312018000,511,2023-06-07T00:30,2,https://www.econdb.com/maritime/vessel/async/312018000/
27819,PEARL MERCURY,"1.296080,103.752000",563046300,178,2023-04-25T16:00,22,https://www.econdb.com/maritime/vessel/async/563046300/
29956,MARINE ROSE,"1.284370,103.760000",563034300,120,2023-06-06T16:30,22,https://www.econdb.com/maritime/vessel/async/563034300/
30232,CLS SINGAPORE,"1.295350,103.752000",563071620,511,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/563071620/
30798,SALAMAH,"1.277630,103.778000",563069100,121,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563069100/
31417,ES JEWEL,"1.235540,103.804000",563127800,274,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563127800/
32266,BELLIS,"1.269210,103.763000",457658000,511,2023-06-06T21:30,2,https://www.econdb.com/maritime/vessel/async/457658000/
32436,BATAM INDAH 8,"1.268280,103.763000",525021052,511,2023-06-07T00:30,2,https://www.econdb.com/maritime/vessel/async/525021052/
33211,GC 22,"1.246280,103.808000",563073110,305,2023-06-06T08:30,11,https://www.econdb.com/maritime/vessel/async/563073110/
33513,NAUTICAL CELTIC,"1.309800,103.727000",563072790,201,2023-06-06T23:00,2,https://www.econdb.com/maritime/vessel/async/563072790/
33755,KENKI 52,"1.293100,103.761000",563065880,511,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563065880/
33786,PILOT GP45,"1.286170,103.753000",565175000,511,2023-06-06T23:00,12,https://www.econdb.com/maritime/vessel/async/565175000/
34267,SUNLIGHT EROS,"1.256010,103.780000",542341110,511,2023-06-03T12:30,2,https://www.econdb.com/maritime/vessel/async/542341110/
34354,BRIDGEWATER 168,"1.299740,103.757000",565337000,59,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/565337000/
34431,GC 23,"1.238100,103.819000",563073120,511,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563073120/
34502,PHUBAI PATTRA 2,"1.247680,103.798000",567362000,255,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/567362000/
35250,SUNLIGHT NIKE,"1.286810,103.735000",563068140,511,2023-06-06T14:30,2,https://www.econdb.com/maritime/vessel/async/563068140/
35291,OPL 3,"1.293100,103.758000",312627000,511,2023-06-06T06:00,2,https://www.econdb.com/maritime/vessel/async/312627000/
35810,GOLDEN FAITH,"1.252000,103.783000",563005250,511,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563005250/
36151,PILOT GP05,"1.292320,103.729000",563036660,511,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/563036660/
36551,MAJU 510,"1.240090,103.749000",566108000,162,2023-06-07T01:00,11,https://www.econdb.com/maritime/vessel/async/566108000/
36888,PILOT GP52,"1.269920,103.756000",563021060,327,2023-05-11T05:00,12,https://www.econdb.com/maritime/vessel/async/563021060/
37053,BEGONIA,"1.249420,103.798000",457266000,511,2023-06-05T04:30,2,https://www.econdb.com/maritime/vessel/async/457266000/
37178,ATAKA II,"1.256960,103.778000",525500841,511,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/525500841/
37349,SC8888A,"1.293090,103.757000",563019640,511,2023-06-06T22:00,12,https://www.econdb.com/maritime/vessel/async/563019640/
37465,BEAVER,"1.255480,103.774000",566925000,511,2023-06-06T16:30,12,https://www.econdb.com/maritime/vessel/async/566925000/
37760,SUN RIDER,"1.254040,103.784000",529477000,511,2023-06-04T15:00,2,https://www.econdb.com/maritime/vessel/async/529477000/
37868,POSH GUARDIAN,"1.280900,103.748000",566185000,3,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/566185000/
38193,PANDORA 4,"1.293270,103.753000",563035290,511,2023-05-16T07:30,11,https://www.econdb.com/maritime/vessel/async/563035290/
38387,PRESIDENT,"1.246840,103.799000",563062520,511,2023-06-07T00:30,2,https://www.econdb.com/maritime/vessel/async/563062520/
38753,MARINE YANGTZE,"1.264780,103.769000",563100900,255,2023-06-07T01:00,22,https://www.econdb.com/maritime/vessel/async/563100900/
38882,WIN SHUEN SHING,"1.239250,103.821000",416778000,511,2023-05-08T01:00,2,https://www.econdb.com/maritime/vessel/async/416778000/
39200,OPL 9,"1.240610,103.799000",563017530,511,2023-06-05T08:30,2,https://www.econdb.com/maritime/vessel/async/563017530/
39401,OPL 108,"1.255810,103.779000",563021740,511,2023-06-06T12:00,2,https://www.econdb.com/maritime/vessel/async/563021740/
40528,OPL EXPRESS 2,"1.268210,103.741000",563037880,511,2023-06-06T23:30,2,https://www.econdb.com/maritime/vessel/async/563037880/
40692,MARINE UNITY SB681D,"1.305780,103.752000",563017480,511,2023-06-05T04:30,22,https://www.econdb.com/maritime/vessel/async/563017480/
289007,RHINO,"1.268870,103.762000",542647110,511,2023-05-21T08:00,2,https://www.econdb.com/maritime/vessel/async/542647110/
292810,LURONGYUANYUYUN168,"1.242570,103.818000",412329641,511,2023-05-02T00:30,2,https://www.econdb.com/maritime/vessel/async/412329641/
304052,KENKI 35,"1.251470,103.797000",563066780,511,2023-06-07T00:30,12,https://www.econdb.com/maritime/vessel/async/563066780/
314094,GOLDEN RAIDER,"1.260970,103.820000",525023096,511,2023-06-07T01:00,12,https://www.econdb.com/maritime/vessel/async/525023096/
322165,CONTRIVIA,"1.277730,103.778000",538009632,121,2023-06-07T01:00,2,https://www.econdb.com/maritime/vessel/async/538009632/
324046,LITA RANGER,"1.266280,103.746000",564269000,511,2023-05-09T22:30,2,https://www.econdb.com/maritime/vessel/async/564269000/
329025,ATLAS 5,"1.251900,103.792000",563076750,282,2023-06-06T12:00,2,https://www.econdb.com/maritime/vessel/async/563076750/
329049,DM 11,"1.290640,103.747000",563026320,511,2023-05-13T01:30,12,https://www.econdb.com/maritime/vessel/async/563026320/
330064,SINDO 12,"1.268990,103.795000",563780000,511,2023-06-07T01:00,12,https://www.econdb.com/maritime/vessel/async/563780000/
